,Previous_Gpa,Stress_Level,Mental_Health_Rating,Dropout_Risk,Exam_Score,Results
8903,3.4,4.1,9.5,No,77,Pass
8904,3.76,4.3,7.1,No,96,Pass
8905,3.28,5.8,6.3,No,78,Pass
8906,2.86,4.1,6.1,No,72,Pass
8907,3.99,2.3,3.0,No,100,Pass
8908,4.0,2.9,3.6,No,100,Pass
8909,3.81,6.5,10.0,No,100,Pass
8910,2.74,7.3,3.5,No,62,Pass
8911,3.84,5.8,8.3,No,100,Pass
8912,4.0,1.0,9.8,No,95,Pass
8913,3.01,4.0,8.5,No,81,Pass
8914,4.0,3.2,5.4,No,97,Pass
8915,3.99,8.6,8.1,Yes,100,Pass
8916,3.72,6.3,8.8,No,92,Pass
8917,4.0,1.6,8.2,No,99,Pass
8918,4.0,6.2,6.7,No,100,Pass
8919,3.55,8.2,6.7,No,86,Pass
8920,3.88,5.4,8.9,No,100,Pass
8921,2.91,1.0,6.3,No,67,Pass
8922,3.6,3.8,7.5,No,93,Pass
8923,3.7,8.4,6.7,No,98,Pass
8924,3.78,3.2,8.2,No,93,Pass
8925,3.38,2.6,8.5,No,81,Pass
8926,3.56,2.9,3.2,No,78,Pass
8927,2.79,6.6,8.5,No,68,Pass
8928,3.5,7.1,7.6,No,95,Pass
8929,4.0,4.9,6.9,No,97,Pass
8930,4.0,5.1,8.5,No,99,Pass
8931,3.76,7.5,7.6,No,89,Pass
8932,4.0,4.3,7.3,No,93,Pass
8933,4.0,4.9,8.2,No,100,Pass
8934,4.0,3.5,5.8,No,100,Pass
8935,3.5,8.0,8.0,No,80,Pass
8936,3.64,4.8,9.3,No,88,Pass
8937,2.61,6.4,7.1,No,58,Pass
8938,3.18,6.0,7.0,No,86,Pass
8939,4.0,4.1,6.9,No,97,Pass
8940,2.9,3.7,4.6,No,70,Pass
8941,4.0,3.6,7.3,No,100,Pass
8942,4.0,7.2,6.0,No,100,Pass
8943,3.8,3.3,8.8,No,95,Pass
8944,3.72,9.2,4.9,Yes,91,Pass
8945,3.9,6.5,10.0,No,97,Pass
8946,3.06,4.4,5.8,No,81,Pass
8947,4.0,2.6,7.8,No,97,Pass
8948,4.0,6.9,5.0,No,100,Pass
8949,3.41,3.9,5.9,No,84,Pass
8950,3.56,6.1,8.0,No,94,Pass
8951,4.0,5.0,5.4,No,98,Pass
8952,3.72,2.0,7.3,No,92,Pass
8953,2.54,2.3,5.8,No,62,Pass
8954,4.0,4.8,5.6,No,100,Pass
8955,2.77,5.9,4.5,No,58,Pass
8956,4.0,6.3,6.0,No,97,Pass
8957,4.0,2.7,7.1,No,100,Pass
8958,4.0,1.5,7.7,No,98,Pass
8959,4.0,3.9,10.0,No,100,Pass
8960,4.0,3.4,4.6,No,91,Pass
8961,3.11,8.7,7.9,Yes,81,Pass
8962,4.0,4.7,6.0,No,100,Pass
8963,3.83,1.9,7.7,No,89,Pass
8964,4.0,2.4,9.0,No,100,Pass
8965,3.65,2.4,7.1,No,92,Pass
8966,4.0,2.3,8.3,No,100,Pass
8967,3.63,4.8,7.1,No,90,Pass
8968,4.0,7.8,7.9,No,100,Pass
8969,4.0,8.1,6.2,No,96,Pass
8970,4.0,8.2,2.7,Yes,100,Pass
8971,3.1,2.6,7.1,No,75,Pass
8972,3.67,6.7,9.2,No,91,Pass
8973,4.0,4.3,6.9,No,100,Pass
8974,3.4,3.7,5.2,No,87,Pass
8975,2.97,8.5,8.2,No,76,Pass
8976,4.0,2.5,4.6,No,96,Pass
8977,3.45,5.9,7.6,No,91,Pass
8978,4.0,8.5,3.9,No,93,Pass
8979,3.72,3.5,5.8,No,94,Pass
8980,2.98,2.6,6.0,No,74,Pass
8981,3.68,1.9,4.8,No,89,Pass
8982,2.85,7.1,3.8,No,69,Pass
8983,2.78,3.2,7.4,No,64,Pass
8984,4.0,1.4,6.4,No,100,Pass
8985,3.68,2.9,9.1,No,90,Pass
8986,2.48,4.7,4.2,No,59,Pass
8987,3.38,3.2,6.4,No,84,Pass
8988,2.7,5.9,8.7,No,60,Pass
8989,3.75,2.6,7.6,No,93,Pass
8990,3.6,3.1,3.2,No,98,Pass
8991,4.0,7.5,9.3,No,99,Pass
8992,3.52,8.3,3.5,No,90,Pass
8993,3.98,3.9,3.5,No,100,Pass
8994,2.81,8.6,3.2,No,77,Pass
8995,4.0,5.4,8.5,No,93,Pass
8996,2.56,5.7,6.7,No,73,Pass
8997,3.48,3.9,4.5,No,81,Pass
8998,3.32,6.0,4.1,No,74,Pass
8999,3.89,1.0,3.5,No,100,Pass
9000,3.04,6.5,7.5,No,71,Pass
9001,3.93,5.2,8.4,No,97,Pass
9002,4.0,3.8,9.1,No,100,Pass
9003,2.94,9.1,5.8,No,69,Pass
9004,3.79,4.4,8.6,No,100,Pass
9005,3.5,4.0,8.0,No,87,Pass
9006,3.44,3.8,5.0,No,96,Pass
9007,4.0,7.9,5.4,No,93,Pass
9008,3.14,3.7,5.7,No,75,Pass
9009,2.78,5.3,8.6,No,68,Pass
9010,3.55,6.3,8.8,No,93,Pass
9011,3.33,5.2,7.7,No,82,Pass
9012,4.0,4.1,7.2,No,100,Pass
9013,4.0,2.8,5.4,No,100,Pass
9014,3.51,2.7,5.4,No,82,Pass
9015,3.92,7.7,7.9,No,88,Pass
9016,3.3,8.5,7.800000000000001,No,79,Pass
9017,3.73,4.9,5.4,No,93,Pass
9018,4.0,5.9,7.1,No,98,Pass
9019,4.0,4.7,9.4,No,100,Pass
9020,4.0,1.0,7.9,No,97,Pass
9021,3.94,5.8,4.6,No,99,Pass
9022,2.72,4.4,8.1,No,61,Pass
9023,4.0,7.0,4.1,No,100,Pass
9024,3.66,3.3,9.9,No,96,Pass
9025,4.0,6.8,5.9,No,98,Pass
9026,3.88,8.3,2.4,No,87,Pass
9027,4.0,4.4,5.6,No,96,Pass
9028,3.9,4.4,10.0,No,99,Pass
9029,3.19,3.1,10.0,No,80,Pass
9030,4.0,5.4,3.8,No,95,Pass
9031,3.05,6.4,9.7,No,68,Pass
9032,4.0,6.6,4.6,No,98,Pass
9033,2.48,7.5,5.2,No,59,Pass
9034,4.0,4.4,6.4,No,96,Pass
9035,3.92,7.3,9.0,No,92,Pass
9036,3.32,3.6,8.4,No,83,Pass
9037,3.33,5.1,8.9,No,79,Pass
9038,4.0,5.8,6.4,No,100,Pass
9039,3.0,2.0,9.9,No,74,Pass
9040,4.0,6.2,6.9,No,100,Pass
9041,3.11,4.9,8.2,No,74,Pass
9042,2.6,6.9,5.0,No,70,Pass
9043,3.84,3.3,3.3,No,96,Pass
9044,4.0,8.8,7.6,No,94,Pass
9045,2.08,4.9,9.7,No,49,Fail
9046,4.0,2.5,9.5,No,99,Pass
9047,4.0,4.1,8.5,No,93,Pass
9048,2.47,7.0,6.2,No,68,Pass
9049,2.89,8.0,5.7,No,74,Pass
9050,4.0,2.9,7.7,No,100,Pass
9051,2.73,4.3,7.3,No,71,Pass
9052,3.79,5.9,6.0,No,90,Pass
9053,3.3,4.1,4.7,No,96,Pass
9054,4.0,2.3,7.1,No,100,Pass
9055,3.91,5.7,10.0,No,98,Pass
9056,2.87,4.2,6.6,No,70,Pass
9057,3.01,4.8,9.2,No,75,Pass
9058,2.8,2.9,3.6,No,66,Pass
9059,4.0,2.6,7.0,No,96,Pass
9060,3.31,6.7,5.8,No,90,Pass
9061,4.0,5.4,7.2,No,99,Pass
9062,2.88,4.1,9.2,No,72,Pass
9063,3.77,6.4,6.9,No,90,Pass
9064,3.25,4.8,6.2,No,79,Pass
9065,4.0,2.6,6.3,No,100,Pass
9066,3.47,6.1,5.3,No,88,Pass
9067,3.27,5.4,6.6,No,85,Pass
9068,3.17,4.8,9.4,No,77,Pass
9069,3.09,5.0,7.6,No,70,Pass
9070,4.0,5.9,8.5,No,97,Pass
9071,3.11,4.3,10.0,No,81,Pass
9072,2.71,4.8,7.0,No,64,Pass
9073,3.82,1.0,3.3,No,89,Pass
9074,4.0,3.6,9.7,No,100,Pass
9075,2.64,7.2,5.9,No,64,Pass
9076,3.76,1.8,6.8,No,90,Pass
9077,3.25,3.8,3.9,No,86,Pass
9078,4.0,7.4,6.8,No,100,Pass
9079,3.47,1.0,8.0,No,86,Pass
9080,4.0,5.5,7.7,No,100,Pass
9081,2.42,7.9,5.7,No,59,Pass
9082,3.46,6.4,6.2,No,89,Pass
9083,2.99,4.6,7.2,No,64,Pass
9084,3.32,6.0,6.8,No,81,Pass
9085,3.43,3.8,7.6,No,84,Pass
9086,4.0,3.0,5.5,No,99,Pass
9087,3.98,4.2,5.4,No,99,Pass
9088,4.0,5.2,3.8,No,99,Pass
9089,4.0,3.4,7.9,No,93,Pass
9090,4.0,4.2,5.5,No,100,Pass
9091,4.0,1.4,6.0,No,100,Pass
9092,3.71,6.7,7.1,No,100,Pass
9093,2.56,7.1,8.0,No,69,Pass
9094,4.0,7.3,4.7,No,99,Pass
9095,4.0,4.7,5.9,No,100,Pass
9096,4.0,5.6,5.8,No,88,Pass
9097,4.0,5.8,7.8,No,100,Pass
9098,3.93,3.6,7.1,No,100,Pass
9099,3.48,6.6,4.9,No,85,Pass
9100,4.0,7.1,9.0,No,97,Pass
9101,4.0,1.0,10.0,No,96,Pass
9102,3.73,3.8,6.1,No,100,Pass
9103,4.0,4.0,9.2,No,93,Pass
9104,2.43,2.8,7.3,No,61,Pass
9105,4.0,5.9,9.6,No,100,Pass
9106,3.88,5.0,8.0,No,95,Pass
9107,3.19,1.6,5.4,No,84,Pass
9108,2.77,4.5,7.2,No,78,Pass
9109,4.0,5.9,7.5,No,99,Pass
9110,2.53,8.8,9.2,Yes,65,Pass
9111,3.26,7.4,7.0,No,85,Pass
9112,3.89,3.5,6.0,No,100,Pass
9113,3.35,3.1,5.2,No,78,Pass
9114,3.02,3.9,7.3,No,78,Pass
9115,4.0,7.9,4.0,No,96,Pass
9116,4.0,7.5,10.0,No,96,Pass
9117,4.0,7.3,8.0,No,98,Pass
9118,3.22,2.3,7.1,No,83,Pass
9119,3.61,6.5,7.5,No,90,Pass
9120,4.0,4.6,4.8,No,100,Pass
9121,3.63,5.6,6.1,No,92,Pass
9122,2.5,5.3,8.4,No,62,Pass
9123,4.0,3.5,9.8,No,100,Pass
9124,4.0,3.9,9.3,No,100,Pass
9125,3.09,7.6,2.3,No,74,Pass
9126,2.8,6.4,5.8,No,60,Pass
9127,4.0,5.9,6.9,No,95,Pass
9128,3.57,3.9,9.1,No,87,Pass
9129,4.0,3.7,7.6,No,94,Pass
9130,4.0,7.0,6.2,No,100,Pass
9131,3.77,5.8,7.5,No,94,Pass
9132,3.27,7.6,3.0,No,83,Pass
9133,3.33,4.4,10.0,No,81,Pass
9134,2.44,7.3,5.8,No,64,Pass
9135,3.99,9.4,9.4,No,100,Pass
9136,3.35,5.8,6.6,No,76,Pass
9137,2.89,5.1,9.1,No,78,Pass
9138,3.86,5.6,3.7,No,100,Pass
9139,4.0,8.1,7.199999999999999,No,100,Pass
9140,4.0,5.3,6.1,No,100,Pass
9141,4.0,7.1,4.5,No,92,Pass
9142,4.0,5.9,7.9,No,94,Pass
9143,2.62,5.0,7.1,No,73,Pass
9144,4.0,7.1,7.800000000000001,No,100,Pass
9145,3.65,6.8,3.7,No,93,Pass
9146,4.0,3.4,6.3,No,97,Pass
9147,4.0,2.7,8.1,No,100,Pass
9148,3.93,7.9,3.9,No,100,Pass
9149,4.0,7.2,5.9,No,100,Pass
9150,4.0,4.9,6.3,No,92,Pass
9151,3.4,3.6,6.8,No,81,Pass
9152,3.13,6.9,5.9,No,77,Pass
9153,4.0,3.3,8.7,No,100,Pass
9154,4.0,3.3,9.0,No,100,Pass
9155,2.72,2.3,7.3,No,67,Pass
9156,4.0,4.4,8.4,No,100,Pass
9157,2.98,4.2,3.1,No,82,Pass
9158,4.0,7.1,7.800000000000001,No,99,Pass
9159,3.99,1.0,10.0,No,100,Pass
9160,4.0,3.0,9.7,No,100,Pass
9161,3.81,5.3,6.6,No,95,Pass
9162,3.37,1.0,7.4,No,88,Pass
9163,3.94,4.6,8.2,No,100,Pass
9164,2.71,3.2,10.0,No,57,Pass
9165,4.0,2.1,10.0,No,90,Pass
9166,4.0,7.7,5.3,No,84,Pass
9167,4.0,5.4,3.4,No,99,Pass
9168,4.0,4.7,5.9,No,100,Pass
9169,2.79,2.2,5.7,No,76,Pass
9170,2.91,1.9,4.9,No,67,Pass
9171,3.0,6.8,7.6,No,74,Pass
9172,4.0,6.4,5.7,No,93,Pass
9173,4.0,5.5,7.7,No,100,Pass
9174,3.81,5.3,8.0,No,92,Pass
9175,4.0,3.2,6.7,No,96,Pass
9176,3.12,5.7,5.2,No,72,Pass
9177,4.0,3.0,7.3,No,100,Pass
9178,3.97,4.1,8.5,No,95,Pass
9179,4.0,6.1,7.7,No,100,Pass
9180,4.0,5.6,7.0,No,100,Pass
9181,3.99,3.2,8.2,No,94,Pass
9182,4.0,4.2,7.0,No,99,Pass
9183,3.73,4.9,7.1,No,93,Pass
9184,3.34,2.2,4.7,No,77,Pass
9185,4.0,8.0,5.8,No,100,Pass
9186,4.0,3.8,7.5,No,98,Pass
9187,2.9,7.1,6.3,No,76,Pass
9188,3.05,7.2,5.4,No,73,Pass
9189,3.75,8.1,5.6,No,89,Pass
9190,2.77,7.4,6.2,No,74,Pass
9191,4.0,6.4,9.5,No,100,Pass
9192,3.02,6.0,7.8,No,69,Pass
9193,3.09,4.5,3.7,No,74,Pass
9194,3.15,7.8,4.5,No,71,Pass
9195,3.04,6.4,9.0,No,84,Pass
9196,3.86,7.0,5.5,No,100,Pass
9197,4.0,5.4,8.5,No,100,Pass
9198,3.52,1.7,6.5,No,95,Pass
9199,3.86,4.2,7.3,No,100,Pass
9200,4.0,3.8,6.0,No,99,Pass
9201,2.67,4.5,4.0,No,72,Pass
9202,3.88,6.2,8.2,No,100,Pass
9203,4.0,5.5,5.9,No,100,Pass
9204,2.96,6.2,2.4,No,76,Pass
9205,4.0,4.1,9.8,No,94,Pass
9206,2.98,5.1,3.9,No,79,Pass
9207,4.0,6.9,3.9,No,100,Pass
9208,3.54,6.4,6.3,No,96,Pass
9209,3.09,8.5,5.9,No,79,Pass
9210,3.27,2.5,6.2,No,88,Pass
9211,4.0,4.1,10.0,No,91,Pass
9212,3.28,4.5,9.9,No,83,Pass
9213,3.17,4.9,8.2,No,82,Pass
9214,3.88,4.9,7.3,No,85,Pass
9215,3.44,2.1,6.4,No,92,Pass
9216,3.41,6.3,6.8,No,80,Pass
9217,3.23,6.0,3.7,No,87,Pass
9218,4.0,2.2,5.5,No,97,Pass
9219,2.86,6.5,6.7,No,77,Pass
9220,3.24,7.9,3.6,No,77,Pass
9221,3.13,3.8,8.1,No,75,Pass
9222,2.86,3.5,9.0,No,62,Pass
9223,3.7,3.9,8.1,No,86,Pass
9224,3.09,5.9,4.7,No,67,Pass
9225,4.0,3.6,8.7,No,100,Pass
9226,2.99,4.4,6.6,No,75,Pass
9227,3.65,5.2,8.6,No,86,Pass
9228,2.76,4.4,3.9,No,68,Pass
9229,4.0,4.2,4.5,No,98,Pass
9230,4.0,7.7,4.9,No,100,Pass
9231,3.1,3.8,8.1,No,72,Pass
9232,3.9,6.2,5.6,No,100,Pass
9233,4.0,4.6,7.8,No,95,Pass
9234,3.39,3.0,5.2,No,86,Pass
9235,4.0,4.0,5.9,No,100,Pass
9236,4.0,4.1,6.5,No,100,Pass
9237,2.83,9.1,7.0,No,70,Pass
9238,3.9,1.2,3.5,No,98,Pass
9239,3.35,3.5,7.8,No,88,Pass
9240,4.0,8.0,8.2,No,100,Pass
9241,3.97,6.3,8.4,No,97,Pass
9242,4.0,5.1,7.9,No,100,Pass
9243,3.23,3.2,8.2,No,76,Pass
9244,4.0,2.2,6.0,No,100,Pass
9245,3.35,3.3,7.1,No,81,Pass
9246,2.38,7.8,5.0,No,59,Pass
9247,3.24,5.5,9.5,No,80,Pass
9248,4.0,2.2,7.0,No,96,Pass
9249,4.0,1.6,5.6,No,98,Pass
9250,3.66,7.8,8.6,No,90,Pass
9251,4.0,4.3,2.7,No,100,Pass
9252,4.0,6.3,6.8,No,100,Pass
9253,4.0,4.7,7.9,No,99,Pass
9254,4.0,1.0,5.5,No,98,Pass
9255,4.0,1.1,3.8,No,100,Pass
9256,4.0,3.6,6.8,No,100,Pass
9257,4.0,6.3,6.8,No,93,Pass
9258,4.0,7.8,5.6,No,100,Pass
9259,3.95,4.8,7.1,No,91,Pass
9260,3.26,5.1,7.6,No,83,Pass
9261,3.9,1.0,6.0,No,88,Pass
9262,4.0,3.1,7.1,No,100,Pass
9263,3.3,3.3,3.0,No,72,Pass
9264,3.08,5.0,7.5,No,83,Pass
9265,4.0,5.0,4.9,No,100,Pass
9266,3.53,4.1,9.0,No,91,Pass
9267,4.0,2.8,8.2,No,92,Pass
9268,4.0,7.2,6.3,No,100,Pass
9269,4.0,4.4,6.1,No,100,Pass
9270,2.9,5.3,6.9,No,70,Pass
9271,4.0,7.1,3.3,No,97,Pass
9272,3.91,5.6,6.5,No,100,Pass
9273,3.51,6.8,7.7,No,88,Pass
9274,3.77,1.3,3.9,No,96,Pass
9275,3.27,2.4,7.5,No,84,Pass
9276,3.22,4.2,5.8,No,82,Pass
9277,3.98,2.0,7.2,No,97,Pass
9278,3.97,6.1,8.8,No,100,Pass
9279,3.71,3.7,5.3,No,98,Pass
9280,3.34,7.6,4.5,No,83,Pass
9281,2.91,4.6,7.4,No,75,Pass
9282,2.16,7.6,5.9,No,50,Pass
9283,4.0,4.8,7.2,No,97,Pass
9284,4.0,3.9,8.1,No,100,Pass
9285,2.97,4.1,7.5,No,65,Pass
9286,3.02,5.5,7.5,No,71,Pass
9287,4.0,4.8,10.0,No,100,Pass
9288,4.0,5.6,4.8,No,100,Pass
9289,4.0,4.2,4.0,No,94,Pass
9290,4.0,4.8,8.2,No,100,Pass
9291,3.99,4.1,6.5,No,100,Pass
9292,3.17,4.1,9.4,No,84,Pass
9293,4.0,6.3,5.7,No,100,Pass
9294,4.0,2.5,5.1,No,98,Pass
9295,4.0,6.3,9.3,No,100,Pass
9296,3.85,6.3,3.2,No,96,Pass
9297,3.62,7.4,6.7,No,81,Pass
9298,3.03,7.0,6.4,No,87,Pass
9299,4.0,5.7,9.8,No,100,Pass
9300,4.0,3.5,6.6,No,100,Pass
9301,4.0,3.7,7.9,No,100,Pass
9302,2.6,5.0,10.0,No,71,Pass
9303,4.0,5.2,5.8,No,97,Pass
9304,3.77,8.7,3.2,No,92,Pass
9305,3.88,6.4,6.4,No,100,Pass
9306,3.69,4.4,5.4,No,90,Pass
9307,3.37,4.5,7.8,No,85,Pass
9308,3.5,7.3,7.5,No,92,Pass
9309,3.97,7.7,5.4,No,96,Pass
9310,3.15,5.5,4.8,No,75,Pass
9311,4.0,2.3,7.3,No,100,Pass
9312,3.06,4.4,4.7,No,84,Pass
9313,2.99,5.7,7.2,No,71,Pass
9314,3.82,5.6,9.0,No,96,Pass
9315,4.0,2.6,6.7,No,100,Pass
9316,4.0,5.0,8.6,No,100,Pass
9317,4.0,6.7,6.7,No,100,Pass
9318,4.0,6.6,7.2,No,96,Pass
9319,4.0,3.2,8.2,No,100,Pass
9320,3.9,5.2,5.6,No,100,Pass
9321,4.0,6.4,6.6,No,93,Pass
9322,4.0,4.4,9.4,No,99,Pass
9323,3.76,3.0,8.6,No,98,Pass
9324,3.62,6.8,10.0,No,90,Pass
9325,3.1,4.0,6.0,No,75,Pass
9326,3.45,2.2,8.1,No,85,Pass
9327,4.0,5.2,7.0,No,100,Pass
9328,2.95,5.0,8.2,No,74,Pass
9329,3.02,4.1,6.1,No,75,Pass
9330,3.47,2.6,7.3,No,92,Pass
9331,3.88,5.0,7.1,No,100,Pass
9332,3.51,6.8,7.3,No,87,Pass
9333,2.72,7.4,4.7,No,88,Pass
9334,3.87,4.7,8.0,No,91,Pass
9335,3.49,7.0,9.8,No,86,Pass
9336,3.19,5.7,3.9,No,80,Pass
9337,4.0,2.2,6.4,No,99,Pass
9338,3.32,7.1,2.9,No,86,Pass
9339,2.89,5.4,4.7,No,74,Pass
9340,3.4,3.1,8.1,No,83,Pass
9341,3.28,3.9,9.5,No,86,Pass
9342,3.04,2.1,8.0,No,75,Pass
9343,4.0,5.8,8.2,No,100,Pass
9344,4.0,1.6,8.6,No,100,Pass
9345,4.0,4.9,3.7,No,100,Pass
9346,2.69,5.4,10.0,No,60,Pass
9347,3.99,5.2,1.5,No,100,Pass
9348,4.0,6.3,8.1,No,100,Pass
9349,4.0,4.5,9.1,No,100,Pass
9350,3.42,5.8,9.8,No,88,Pass
9351,3.98,8.8,5.0,No,100,Pass
9352,3.92,3.1,3.7,No,100,Pass
9353,4.0,2.0,2.9,No,100,Pass
9354,2.96,6.5,10.0,No,73,Pass
9355,4.0,6.7,6.7,No,100,Pass
9356,2.57,5.5,5.9,No,67,Pass
9357,3.95,3.0,6.5,No,94,Pass
9358,3.19,4.7,7.2,No,87,Pass
9359,3.84,2.9,6.5,No,92,Pass
9360,2.71,7.9,3.4000000000000004,No,76,Pass
9361,3.45,8.6,6.3,Yes,92,Pass
9362,3.66,4.3,4.8,No,93,Pass
9363,2.79,6.5,7.3,No,71,Pass
9364,4.0,5.0,10.0,No,96,Pass
9365,3.05,3.5,7.2,No,59,Pass
9366,4.0,4.7,8.9,No,100,Pass
9367,2.57,3.5,9.2,No,52,Pass
9368,3.63,4.2,7.4,No,91,Pass
9369,3.61,6.8,7.7,No,90,Pass
9370,4.0,1.4,6.0,No,98,Pass
9371,4.0,2.7,4.7,No,100,Pass
9372,4.0,2.0,9.2,No,95,Pass
9373,4.0,4.9,5.8,No,96,Pass
9374,4.0,5.3,6.1,No,99,Pass
9375,3.23,2.2,2.6,No,81,Pass
9376,2.65,5.2,7.6,No,61,Pass
9377,3.12,6.5,6.2,No,83,Pass
9378,3.41,7.3,5.6,No,84,Pass
9379,2.61,6.9,7.8,No,71,Pass
9380,4.0,5.2,5.2,No,100,Pass
9381,3.84,2.7,5.4,No,100,Pass
9382,3.3,6.4,9.4,No,82,Pass
9383,4.0,4.8,7.9,No,96,Pass
9384,3.3,7.1,7.300000000000001,No,91,Pass
9385,3.27,3.7,8.6,No,83,Pass
9386,4.0,4.7,9.4,No,100,Pass
9387,2.67,5.8,6.6,No,77,Pass
9388,4.0,1.5,5.7,No,93,Pass
9389,4.0,3.3,8.3,No,100,Pass
9390,3.43,4.6,7.4,No,77,Pass
9391,3.96,6.2,10.0,No,100,Pass
9392,4.0,5.5,6.1,No,100,Pass
9393,3.85,4.7,10.0,No,100,Pass
9394,2.96,8.8,5.0,Yes,64,Pass
9395,4.0,3.1,5.7,No,89,Pass
9396,4.0,5.8,7.6,No,99,Pass
9397,4.0,7.9,3.0,No,94,Pass
9398,3.54,2.5,6.7,No,85,Pass
9399,4.0,6.1,8.4,No,99,Pass
9400,3.85,4.0,7.3,No,84,Pass
9401,2.55,5.0,7.5,No,60,Pass
9402,4.0,5.5,7.7,No,100,Pass
9403,3.23,7.3,5.5,No,75,Pass
9404,3.86,4.6,10.0,No,91,Pass
9405,3.23,2.8,4.9,No,77,Pass
9406,4.0,9.8,8.2,Yes,99,Pass
9407,2.84,5.2,5.2,No,81,Pass
9408,3.57,4.0,8.3,No,83,Pass
9409,3.84,7.2,3.9,No,100,Pass
9410,4.0,6.9,5.0,No,100,Pass
9411,4.0,5.2,6.3,No,100,Pass
9412,3.09,7.2,2.4,No,77,Pass
9413,3.67,6.2,9.9,No,99,Pass
9414,3.98,6.1,5.6,No,100,Pass
9415,4.0,3.3,8.5,No,100,Pass
9416,2.9,2.0,7.2,No,71,Pass
9417,3.03,5.1,4.5,No,68,Pass
9418,4.0,2.6,5.7,No,94,Pass
9419,4.0,4.8,10.0,No,100,Pass
9420,2.93,6.9,10.0,No,75,Pass
9421,3.61,6.6,8.6,No,93,Pass
9422,3.11,9.1,7.0,Yes,71,Pass
9423,3.25,4.1,7.4,No,88,Pass
9424,4.0,3.2,7.1,No,96,Pass
9425,3.05,7.6,6.2,No,87,Pass
9426,3.77,8.0,10.0,No,92,Pass
9427,3.51,7.6,3.1,No,88,Pass
9428,4.0,1.0,7.2,No,100,Pass
9429,4.0,5.9,8.0,No,96,Pass
9430,3.9,3.1,7.8,No,96,Pass
9431,4.0,8.9,4.4,No,100,Pass
9432,4.0,3.9,6.0,No,100,Pass
9433,4.0,4.4,6.1,No,98,Pass
9434,2.87,6.5,5.6,No,76,Pass
9435,2.73,2.1,7.2,No,64,Pass
9436,3.98,3.9,8.2,No,100,Pass
9437,4.0,5.4,9.7,No,100,Pass
9438,4.0,3.0,9.1,No,100,Pass
9439,3.44,2.8,5.1,No,95,Pass
9440,3.93,5.3,4.0,No,98,Pass
9441,4.0,5.6,4.4,No,100,Pass
9442,2.49,9.2,6.4,Yes,61,Pass
9443,3.5,5.4,7.2,No,89,Pass
9444,2.63,6.5,7.6,No,53,Pass
9445,2.73,5.5,6.9,No,67,Pass
9446,3.97,4.8,8.3,No,100,Pass
9447,3.61,5.0,9.3,No,88,Pass
9448,4.0,4.3,4.8,No,100,Pass
9449,4.0,4.7,5.7,No,99,Pass
9450,3.22,3.1,10.0,No,87,Pass
9451,4.0,5.4,6.2,No,100,Pass
9452,3.7,7.1,7.699999999999999,No,90,Pass
9453,4.0,3.0,7.7,No,100,Pass
9454,4.0,1.9,6.0,No,95,Pass
9455,3.8,7.0,6.7,No,90,Pass
9456,2.82,3.8,5.3,No,71,Pass
9457,3.72,3.8,9.1,No,100,Pass
9458,3.83,7.1,7.300000000000001,No,92,Pass
9459,4.0,6.5,3.7,No,100,Pass
9460,3.86,3.9,8.2,No,89,Pass
9461,4.0,5.7,10.0,No,100,Pass
9462,4.0,1.0,5.1,No,100,Pass
9463,3.72,9.3,6.3,No,90,Pass
9464,3.3,5.0,8.7,No,90,Pass
9465,3.17,8.0,5.8,No,82,Pass
9466,3.4,3.4,3.2,No,83,Pass
9467,3.67,3.3,5.7,No,94,Pass
9468,4.0,3.7,8.3,No,100,Pass
9469,3.71,2.7,9.0,No,93,Pass
9470,4.0,5.6,6.6,No,100,Pass
9471,3.08,2.0,5.4,No,72,Pass
9472,4.0,3.4,4.2,No,99,Pass
9473,2.85,5.6,6.2,No,71,Pass
9474,4.0,5.3,7.4,No,97,Pass
9475,3.69,2.1,6.9,No,95,Pass
9476,3.0,1.9,1.0,No,81,Pass
9477,4.0,2.2,3.1,No,100,Pass
9478,3.27,6.4,7.8,No,84,Pass
9479,3.3,2.9,4.8,No,86,Pass
9480,3.6,5.2,7.7,No,93,Pass
9481,3.73,4.5,8.7,No,90,Pass
9482,2.97,4.5,5.4,No,69,Pass
9483,4.0,2.8,4.7,No,100,Pass
9484,4.0,4.9,6.4,No,98,Pass
9485,2.73,4.6,8.5,No,64,Pass
9486,4.0,2.0,7.2,No,95,Pass
9487,4.0,8.1,4.4,No,100,Pass
9488,2.72,6.8,10.0,No,66,Pass
9489,4.0,3.0,4.6,No,92,Pass
9490,4.0,6.6,4.6,No,99,Pass
9491,4.0,3.9,4.3,No,100,Pass
9492,4.0,3.2,8.3,No,100,Pass
9493,4.0,4.2,5.8,No,100,Pass
9494,4.0,1.5,9.2,No,100,Pass
9495,3.0,5.1,8.1,No,77,Pass
9496,3.9,4.0,6.8,No,100,Pass
9497,4.0,5.7,9.9,No,99,Pass
9498,3.17,4.7,6.8,No,71,Pass
9499,3.86,3.7,1.1,No,93,Pass
9500,3.68,3.6,3.7,No,91,Pass
9501,3.17,5.2,5.4,No,77,Pass
9502,3.57,6.9,3.3,No,100,Pass
9503,4.0,3.5,4.8,No,100,Pass
9504,4.0,6.3,4.6,No,95,Pass
9505,4.0,5.8,2.6,No,93,Pass
9506,4.0,2.3,7.2,No,96,Pass
